document	NER_LOCATION
 Charriere_Femmes.txt	[(('Emilie', 'LOC'), 54), (('Mademoiselle', 'LOC'), 32), (('Altendorf', 'LOC'), 32), (('Paris', 'LOC'), 13), (('Lacroix', 'LOC'), 13)]
 Charriere_Lausanne.txt	[(('Londres', 'LOC'), 29), (('Bath', 'LOC'), 16), (('Lausanne', 'LOC'), 15), (('Caliste', 'LOC'), 14), (('Paris', 'LOC'), 10)]
 Chevrier_Colporteur.txt	[(('Paris', 'LOC'), 66), (('Brochure', 'LOC'), 29), (('Bélise', 'LOC'), 15), (('de France', 'LOC'), 12), (('Italie', 'LOC'), 8)]
 Constant_Laure1.txt	[(('Verseuil', 'LOC'), 9), (('Orseuil', 'LOC'), 7), (('Mr.', 'LOC'), 6), (('Laure', 'LOC'), 4), (('Adieu', 'LOC'), 4)]
 Constant_Laure2.txt	[(('Marville', 'LOC'), 46), (('Flamacour', 'LOC'), 28), (('Mr.', 'LOC'), 24), (('Mr. de St. Ange', 'LOC'), 15), (('Mde', 'LOC'), 14)]
 Cottin_Claire.txt	[(('Adieu', 'LOC'), 16), (('Laure', 'LOC'), 6), (('Ô', 'LOC'), 3), (('Loire', 'LOC'), 2), (('la Loire', 'LOC'), 2)]
 Crebillon_Atheniennes.txt	[(('Aspasie', 'LOC'), 99), (('Athênes', 'LOC'), 83), (('Axiochus', 'LOC'), 80), (('Thrazylle', 'LOC'), 75), (('Grèce', 'LOC'), 33)]
 Crebillon_Conte.txt	[(('Taciturne', 'LOC'), 174), (('Schah', 'LOC'), 50), (('Manzaïde', 'LOC'), 30), (('Isma', 'LOC'), 28), (('Tout-Ou-Rien', 'LOC'), 24)]
 Crebillon_Nuit.txt	[(('CIDALISE', 'LOC'), 92), (('Célimene', 'LOC'), 14), (('Oronte', 'LOC'), 11), (('Amant', 'LOC'), 11), (('Luscinde', 'LOC'), 10)]
 Diderot_Jacques.txt	[(('Desglands', 'LOC'), 35), (('Denise', 'LOC'), 20), (('Paris', 'LOC'), 19), (('JACQUES', 'LOC'), 17), (('Aisnon', 'LOC'), 16)]
 Diderot_Neveu.txt	[(('MOI.---Je', 'LOC'), 7), (('Paris', 'LOC'), 6), (('MOI.---Il', 'LOC'), 6), (('Indes', 'LOC'), 5), (('LUI.---Mais', 'LOC'), 5)]
 Diderot_Religieuse.txt	[(('Paris', 'LOC'), 30), (('Longchamp', 'LOC'), 22), (('Sainte-Thérèse', 'LOC'), 20), (('Sainte-Suzanne', 'LOC'), 19), (('Religieuse', 'LOC'), 18)]
 Diderot_Supplement.txt	[(('B', 'LOC'), 89), (('A', 'LOC'), 50), (('Bougainville', 'LOC'), 13), (('Taïtiens', 'LOC'), 13), (('Taïti', 'LOC'), 6)]
 Doppet_Memoires.txt	[(('Paris', 'LOC'), 27), (('Annecy', 'LOC'), 26), (('Chambery', 'LOC'), 13), (('Savoye', 'LOC'), 9), (('Eternel', 'LOC'), 7)]
 Dorat_Malheurs.txt	[(('Adieu', 'LOC'), 37), (('Paris', 'LOC'), 18), (('Mirbelle', 'LOC'), 10), (('Syrcé', 'LOC'), 8), (('S', 'LOC'), 6)]
 Dorat_Sacrifices.txt	[(('Adieu', 'LOC'), 24), (('Paris', 'LOC'), 20), (('Ô', 'LOC'), 11), (('Senanges', 'LOC'), 9), (('Plaignez', 'LOC'), 4)]
 Duclos_Acajou.txt	[(('Acajou', 'LOC'), 65), (('Zirphile', 'LOC'), 35), (('Ninette', 'LOC'), 24), (('Génie', 'LOC'), 13), (('Princesse', 'LOC'), 8)]
 Ducray_Cinquante.txt	[(('Eranville', 'LOC'), 97), (('Paris', 'LOC'), 90), (('Saint-Ange', 'LOC'), 75), (('Briceval', 'LOC'), 73), (('Linval', 'LOC'), 44)]
 Dulaurens_Imirce.txt	[(('Paris', 'LOC'), 93), (('Tien', 'LOC'), 22), (('Xenoti', 'LOC'), 14), (('France', 'LOC'), 10), (('la Chine', 'LOC'), 8)]
 Fievee_Dot.txt	[(('Paris', 'LOC'), 24), (('Londres', 'LOC'), 11), (('Saint-Domingue', 'LOC'), 9), (('France', 'LOC'), 6), (('Philadelphie', 'LOC'), 5)]
 Florian_Estelle.txt	[(('Estelle', 'LOC'), 197), (('Némorin', 'LOC'), 95), (('Massanne', 'LOC'), 24), (('Rose', 'LOC'), 20), (('François', 'LOC'), 14)]
 Florian_Galatee.txt	[(('Téolinde', 'LOC'), 33), (('Artidore', 'LOC'), 31), (('Blanche', 'LOC'), 24), (('Mœris', 'LOC'), 15), (('Florise', 'LOC'), 14)]
 Fourqueux_Zely.txt	[(('Zély', 'LOC'), 39), (('Nassès', 'LOC'), 30), (('Amour', 'LOC'), 15), (('Epoux', 'LOC'), 11), (('Vieillard', 'LOC'), 9)]
 Genlis_Adele.txt	[(('Adieu', 'LOC'), 149), (('Paris', 'LOC'), 142), (('Théodore', 'LOC'), 43), (('Rome', 'LOC'), 43), (('Languedoc', 'LOC'), 30)]
 Genlis_Chevaliers.txt	[(('Armoflède', 'LOC'), 240), (('Nasuf', 'LOC'), 100), (('Abassa', 'LOC'), 86), (('Isambard', 'LOC'), 79), (('Ordalie', 'LOC'), 58)]
 Gerard_Comte.txt	[(('Senneville', 'LOC'), 55), (('Valmont', 'LOC'), 14), (('Adieu', 'LOC'), 10), (('Eh', 'LOC'), 10), (('Ô', 'LOC'), 8)]
 Gorjy_Voyage.txt	[(('Kermouth', 'LOC'), 13), (('Artémire', 'LOC'), 7), (('Lisette', 'LOC'), 6), (('Paris', 'LOC'), 5), (('Calais', 'LOC'), 4)]
 Jacquin_Parisiennes.txt	[(('Amour', 'LOC'), 49), (('Paris', 'LOC'), 24), (('Mademoiselle', 'LOC'), 20), (('Amant', 'LOC'), 17), (('Gaudricour', 'LOC'), 15)]
 Kimber_Thompson.txt	[(('Londres', 'LOC'), 110), (('Angleterre', 'LOC'), 69), (('Gentilhomme', 'LOC'), 39), (('Providence', 'LOC'), 33), (('Dames', 'LOC'), 28)]
 Laclos_Liaisons.txt	[(('Adieu', 'LOC'), 118), (('Paris', 'LOC'), 105), (('Danceny', 'LOC'), 81), (('petite Volanges', 'LOC'), 30), (('Prévan', 'LOC'), 19)]
 Lagrave_Sophie.txt	[(('Adieu', 'LOC'), 74), (('Auterive', 'LOC'), 31), (('Ormilly', 'LOC'), 21), (('Darcy', 'LOC'), 20), (('Dijon', 'LOC'), 20)]
 Lagrave_Zabeth.txt	[(('Fermon', 'LOC'), 107), (('Saint-Silvain', 'LOC'), 69), (('Zabeth', 'LOC'), 23), (('Boulogne', 'LOC'), 18), (('Frédérique', 'LOC'), 18)]
 LaPlace_Collection.txt	[(('Oronoko', 'LOC'), 95), (('Byam', 'LOC'), 72), (('Paris', 'LOC'), 47), (('Imoinda', 'LOC'), 44), (('Beaubourg', 'LOC'), 29)]
 LaPlace_Lydia.txt	[(('Lydia', 'LOC'), 15), (('Dames', 'LOC'), 13), (('Diana', 'LOC'), 11), (('Londres', 'LOC'), 10), (('Milady', 'LOC'), 8)]
 Leonard_Clementine.txt	[(('Seligny', 'LOC'), 12), (('Emilie', 'LOC'), 9), (('Adieu', 'LOC'), 4), (('Mercourt', 'LOC'), 2), (('Aujourd', 'LOC'), 2)]
 Leonard_Lettres.txt	[(('Mademoiselle', 'LOC'), 22), (('Adieu', 'LOC'), 15), (('A', 'LOC'), 12), (('Thérese', 'LOC'), 12), (('Paris', 'LOC'), 10)]
 Lesuire_Aventurier.txt	[(('Adélaïde', 'LOC'), 99), (('Paris', 'LOC'), 54), (('Thérésine', 'LOC'), 42), (('Princesse', 'LOC'), 39), (('Couvent', 'LOC'), 31)]
 Lesuire_Crime.txt	[(('Paris', 'LOC'), 135), (('Laure', 'LOC'), 124), (('Dumoulin', 'LOC'), 75), (('Demoiselle', 'LOC'), 70), (('Couvent', 'LOC'), 69)]
 Loaisel_Ainsi.txt	[(('Eugénie', 'LOC'), 65), (('Adieu', 'LOC'), 22), (('Paris', 'LOC'), 12), (('Strasbourg', 'LOC'), 8), (('S', 'LOC'), 6)]
 Loaisel_Comtesse.txt	[(('Milcourt', 'LOC'), 54), (('Saint-Flour', 'LOC'), 15), (('Mademoiselle de Saint-Flour', 'LOC'), 2), (('Cruel', 'LOC'), 2), (('Puisse', 'LOC'), 2)]
 Loaisel_Lucile.txt	[(('Milcourt', 'LOC'), 55), (('Saint-Flour', 'LOC'), 18), (('Saint', 'LOC'), 4), (('OU', 'LOC'), 2), (('Cruel', 'LOC'), 2)]
 Louvet_Annee.txt	[(('Lodoïska', 'LOC'), 42), (('Jasmin', 'LOC'), 31), (('Adélaïde', 'LOC'), 28), (('Titsikan', 'LOC'), 27), (('Paris', 'LOC'), 23)]
 Louvet_Fin.txt	[(('Baronne', 'LOC'), 63), (('La Comtesse', 'LOC'), 47), (('Paris', 'LOC'), 30), (('La Marquise', 'LOC'), 24), (('Brumont', 'LOC'), 23)]
 Maistre_Voyage.txt	"[(('Aspasie', 'LOC'), 9), (('Alpes', 'LOC'), 4), (('Turin', 'LOC'), 3), (('Rome', 'LOC'), 2), ((""d'Italie"", 'LOC'), 2)]"
 Marmontel_Belisaire.txt	[(('Tibére', 'LOC'), 84), (('Rome', 'LOC'), 23), (('Italie', 'LOC'), 21), (('Bélisaire', 'LOC'), 13), (('Thrace', 'LOC'), 9)]
 Marmontel_Contes.txt	[(('Verglan', 'LOC'), 36), (('Hortense', 'LOC'), 27), (('Clarice', 'LOC'), 24), (('Bélise', 'LOC'), 23), (('Lubin', 'LOC'), 23)]
 Marmontel_Incas.txt	[(('Pizarre', 'LOC'), 91), (('Quito', 'LOC'), 36), (('Orozimbo', 'LOC'), 36), (('Espagne', 'LOC'), 32), (('Las-Casas', 'LOC'), 20)]
 Merard_Bergeries.txt	[(('Silvie', 'LOC'), 38), (('Lise', 'LOC'), 35), (('Amour', 'LOC'), 27), (('Philis', 'LOC'), 24), (('Silvérie', 'LOC'), 21)]
 Mercier_An.txt	"[(('État', 'LOC'), 27), (('Paris', 'LOC'), 14), (('François', 'LOC'), 9), ((""l'Europe"", 'LOC'), 8), (('Angleterre', 'LOC'), 7)]"
 Mercier_Jezennemours.txt	[(('Suzanne', 'LOC'), 12), (('Paris', 'LOC'), 9), (('Strasbourg', 'LOC'), 8), (('Chaterbaune', 'LOC'), 8), (('Europe', 'LOC'), 7)]
 Mirabeau_Conversion.txt	[(('Paris', 'LOC'), 9), (('Pardieu', 'LOC'), 7), (('Ô', 'LOC'), 7), (('Vit-au-Conas', 'LOC'), 7), (('Euphrosie', 'LOC'), 7)]
 Mirabeau_Rideau.txt	[(('Lucette', 'LOC'), 28), (('Laure', 'LOC'), 21), (('Rose', 'LOC'), 18), (('Courbelon', 'LOC'), 11), (('Eugénie', 'LOC'), 9)]
 Montesquieu_Arsace.txt	[(('Ardasire', 'LOC'), 29), (('Aspar', 'LOC'), 16), (('Médie', 'LOC'), 14), (('Bactriane', 'LOC'), 13), (('Hyrcanie', 'LOC'), 11)]
 Morelly_Naufrage.txt	[(('Patrie', 'LOC'), 46), (('Divinité', 'LOC'), 45), (('Sujets', 'LOC'), 41), (('Fadhilah', 'LOC'), 37), (('Habitans', 'LOC'), 35)]
 Nerciat_Aphrodites.txt	[(('Durut', 'LOC'), 737), (('La Comtesse', 'LOC'), 119), (('La Marquise', 'LOC'), 114), (('Célestine', 'LOC'), 69), (('Baronne', 'LOC'), 68)]
 Nerciat_Etourdi.txt	[(('Paris', 'LOC'), 14), (('Comtesse', 'LOC'), 11), (('Lucie', 'LOC'), 8), (('Dames', 'LOC'), 7), (('Peins', 'LOC'), 6)]
 Nerciat_Felicia.txt	[(('Aiglemont', 'LOC'), 80), (('Sylvina', 'LOC'), 62), (('Paris', 'LOC'), 50), (('Monrose', 'LOC'), 34), (('Sydney', 'LOC'), 31)]
 Popeliniere_Daira.txt	[(('Pacha', 'LOC'), 61), (('Daïra', 'LOC'), 33), (('Eunuques', 'LOC'), 21), (('Ville', 'LOC'), 17), (('Isle', 'LOC'), 17)]
 Prevost_Manon.txt	[(('Paris', 'LOC'), 65), (('Saint-Lazare', 'LOC'), 19), (('Chaillot', 'LOC'), 16), (('Amiens', 'LOC'), 15), (('Tiberge', 'LOC'), 14)]
 Prevost_Monde.txt	[(('Paris', 'LOC'), 45), (('Vienne', 'LOC'), 44), (('Hongrie', 'LOC'), 35), (('Turquie', 'LOC'), 21), (('Constantinople', 'LOC'), 21)]
 Puget_Periphas.txt	[(('Phocide', 'LOC'), 53), (('Athenes', 'LOC'), 45), (('Locriens', 'LOC'), 43), (('Phocéens', 'LOC'), 24), (('Atheniens', 'LOC'), 23)]
 Puttelange_Roi.txt	[(('Paquantois', 'LOC'), 13), (('Paquans', 'LOC'), 12), (('Sire', 'LOC'), 5), (('Bagatelle', 'LOC'), 4), (('Memphis', 'LOC'), 3)]
 Retif_AntiJustine.txt	[(('Traitdamour', 'LOC'), 101), (('Conquette', 'LOC'), 90), (('Vitnègre', 'LOC'), 44), (('Minonne', 'LOC'), 29), (('Guaé', 'LOC'), 25)]
 Retif_Paysanne.txt	[(('Ursule', 'LOC'), 151), (('Laure', 'LOC'), 106), (('Gaudet', 'LOC'), 74), (('Paris', 'LOC'), 72), (('Adieu', 'LOC'), 66)]
 Reveroni_Pauliska.txt	[(('Durand', 'LOC'), 26), (('Ernest', 'LOC'), 22), (('Russes', 'LOC'), 15), (('Ust', 'LOC'), 14), (('Bude', 'LOC'), 12)]
 Riccoboni_Histoire.txt	[(('Adélaïde', 'LOC'), 62), (('Cressy', 'LOC'), 38), (('Elmont', 'LOC'), 25), (('Hortense', 'LOC'), 14), (('Chelles', 'LOC'), 7)]
 Riccoboni_LettreJuliette.txt	[(('Londres', 'LOC'), 27), (('Vinchester', 'LOC'), 20), (('Erford', 'LOC'), 16), (('Adieu', 'LOC'), 15), (('Montfort', 'LOC'), 8)]
 Riccoboni_LettresAdelaide.txt	[(('Adieu', 'LOC'), 50), (('Paris', 'LOC'), 36), (('Montalais', 'LOC'), 34), (('Sancerre', 'LOC'), 20), (('Termes', 'LOC'), 19)]
 Riccoboni_LettresFanni.txt	[(('Adieu', 'LOC'), 45), (('Betzi', 'LOC'), 11), (('Samedi', 'LOC'), 7), (('Londres', 'LOC'), 4), (('Tais', 'LOC'), 2)]
 Riccoboni_MissJenny.txt	[(('Anglesey', 'LOC'), 144), (('Londres', 'LOC'), 84), (('Sara', 'LOC'), 29), (('Angleterre', 'LOC'), 19), (('Irlande', 'LOC'), 9)]
 Riccoboni_MylordRivers.txt	[(('Belosane', 'LOC'), 60), (('Chazele', 'LOC'), 38), (('Londres', 'LOC'), 37), (('Adieu', 'LOC'), 26), (('Paris', 'LOC'), 23)]
 Rosny_Firmin.txt	[(('Paris', 'LOC'), 17), (('Coralie', 'LOC'), 16), (('Stainville', 'LOC'), 15), (('Thomassin', 'LOC'), 10), (('Firmin', 'LOC'), 9)]
 Rousseau_Emile.txt	"[(('Etat', 'LOC'), 34), (('Paris', 'LOC'), 33), (('Emile', 'LOC'), 18), (('Voulez', 'LOC'), 13), ((""l'Europe"", 'LOC'), 11)]"
 Rousseau_Julie.txt	[(('l’', 'LOC'), 428), (('t’', 'LOC'), 300), (('qu’', 'LOC'), 263), (('m’', 'LOC'), 69), (('Paris', 'LOC'), 67)]
 Sacy_Amours.txt	[(('Mirtil', 'LOC'), 59), (('Amarillis', 'LOC'), 44), (('Déesse', 'LOC'), 37), (('Vénus', 'LOC'), 36), (('Bergers', 'LOC'), 36)]
 Sade_120.txt	[(('Durcet', 'LOC'), 184), (('Curval', 'LOC'), 84), (('Duclos', 'LOC'), 81), (('Rosette', 'LOC'), 46), (('Paris', 'LOC'), 40)]
 Sade_Aline.txt	[(('l’', 'LOC'), 404), (('qu’', 'LOC'), 343), (('Léonore', 'LOC'), 177), (('t’', 'LOC'), 163), (('Paris', 'LOC'), 97)]
 Sade_Infortunes.txt	[(('Dubois', 'LOC'), 26), (('Paris', 'LOC'), 25), (('Dalville', 'LOC'), 24), (('Dubreuil', 'LOC'), 19), (('Lyon', 'LOC'), 18)]
 Sade_Justine.txt	[(('Dubois', 'LOC'), 71), (('Cardoville', 'LOC'), 39), (('Saint-Florent', 'LOC'), 31), (('Lyon', 'LOC'), 27), (('Paris', 'LOC'), 26)]
 Sade_Philosophie.txt	[(('Eugénie', 'LOC'), 128), (('Dolmancé', 'LOC'), 63), (('Rome', 'LOC'), 12), (('Vénus', 'LOC'), 10), (('État', 'LOC'), 10)]
 Segur_Correspondance.txt	[(('Paris', 'LOC'), 182), (('Madrid', 'LOC'), 67), (('Adieu', 'LOC'), 59), (('Coulanges', 'LOC'), 37), (('Pont-de-Vesle', 'LOC'), 35)]
 Senac_Emigre.txt	[(('Adieu', 'LOC'), 115), (('Comtesse', 'LOC'), 84), (('la Comtesse', 'LOC'), 64), (('Mademoiselle', 'LOC'), 45), (('Marquis', 'LOC'), 41)]
 Souza_Adele.txt	[(('Sénange', 'LOC'), 132), (('Neuilly', 'LOC'), 31), (('Paris', 'LOC'), 28), (('Mortagne', 'LOC'), 27), (('Adèle', 'LOC'), 20)]
 Tiphaigne_Amilec.txt	[(('Amans', 'LOC'), 7), (('Médecin', 'LOC'), 4), (('Vois', 'LOC'), 4), (('Mars', 'LOC'), 4), (('Election des Rois', 'LOC'), 4)]
 Tiphaigne_Galligenes.txt	[(('Galligènes', 'LOC'), 87), (('Alcine', 'LOC'), 49), (('République', 'LOC'), 27), (('Almont', 'LOC'), 22), (('Europe', 'LOC'), 19)]
 Voisenon_Histoire.txt	[(('Zélamire', 'LOC'), 16), (('Célénie', 'LOC'), 13), (('Elmasie', 'LOC'), 6), (('Thémidore', 'LOC'), 3), (('Telle', 'LOC'), 1)]
 Voltaire_Candide.txt	[(('Cacambo', 'LOC'), 79), (('Venise', 'LOC'), 27), (('Cunégonde', 'LOC'), 24), (('Bulgares', 'LOC'), 21), (('Buenos', 'LOC'), 12)]
 Voltaire_Homme.txt	"[(('État', 'LOC'), 29), (('Paris', 'LOC'), 22), ((""l'Europe"", 'LOC'), 12), (('Rome', 'LOC'), 7), (('Angleterre', 'LOC'), 6)]"
 Voltaire_Micromegas.txt	[(('Micromégas', 'LOC'), 17), (('Saturne', 'LOC'), 13), (('Sirius', 'LOC'), 5), (('Jupiter', 'LOC'), 5), (('mer Baltique', 'LOC'), 3)]
 Voltaire_Princesse.txt	[(('Babylone', 'LOC'), 76), (('Égypte', 'LOC'), 29), (('Formosante', 'LOC'), 29), (('Gangarides', 'LOC'), 21), (('Aldée', 'LOC'), 14)]
